user_id,system,rating,timestamp,category,selected_category
user_20231209020335_4334,Item-User,5,2023-12-09 02:04:11,nation,editorial
user_20231209020335_4334,Item-Matrix,4,2023-12-09 02:04:11,nation,editorial
user_20231209020804_7569,Content-Matrix,2,2023-12-09 02:08:49,business,business
user_20231209020804_7569,Content-User,3,2023-12-09 02:08:49,business,business
user_20231209020804_7569,Item-User,2,2023-12-09 02:08:49,business,business
user_20231209020804_7569,Item-Matrix,5,2023-12-09 02:08:49,business,business
user_20231209020804_7569,Content-Matrix,4,2023-12-09 02:08:57,business,business
user_20231209020804_7569,Content-User,3,2023-12-09 02:08:57,business,business
user_20231209020804_7569,Item-User,4,2023-12-09 02:08:57,business,business
user_20231209020804_7569,Item-Matrix,2,2023-12-09 02:08:57,business,business
user_20231209020804_7569,Content-Matrix,4,2023-12-09 02:09:05,business,business
user_20231209020804_7569,Content-User,5,2023-12-09 02:09:05,business,business
user_20231209020804_7569,Item-User,3,2023-12-09 02:09:05,business,business
user_20231209020804_7569,Item-Matrix,5,2023-12-09 02:09:05,business,business
user_20231209020804_7569,Content-Matrix,2,2023-12-09 02:09:10,business,business
user_20231209020804_7569,Content-User,4,2023-12-09 02:09:10,business,business
user_20231209020804_7569,Item-User,4,2023-12-09 02:09:10,business,business
user_20231209020804_7569,Item-Matrix,5,2023-12-09 02:09:10,business,business
